timestamp,FR_hip_joint_pos,FR_hip_joint_vel,FR_thigh_joint_pos,FR_thigh_joint_vel,FR_calf_joint_pos,FR_calf_joint_vel,FL_hip_joint_pos,FL_hip_joint_vel,FL_thigh_joint_pos,FL_thigh_joint_vel,FL_calf_joint_pos,FL_calf_joint_vel,RR_hip_joint_pos,RR_hip_joint_vel,RR_thigh_joint_pos,RR_thigh_joint_vel,RR_calf_joint_pos,RR_calf_joint_vel,RL_hip_joint_pos,RL_hip_joint_vel,RL_thigh_joint_pos,RL_thigh_joint_vel,RL_calf_joint_pos,RL_calf_joint_vel,pendulum_joint1_pos,pendulum_joint1_vel,pendulum_joint2_pos,pendulum_joint2_vel
1776712954.9302151,0.0,0.0,1.3,0.0,-2.5,0.0,0.0,0.0,1.3,0.0,-2.5,0.0,0.0,0.0,1.3,0.0,-2.5,0.0,0.0,0.0,1.3,0.0,-2.5,0.0,-0.053080754759995546,-0.13466088203890236,-0.3211005095618586,0.2799390322980706
1776712954.9502032,0.0,0.0,1.3,0.0,-2.5,0.0,0.0,0.0,1.3,0.0,-2.5,0.0,0.0,0.0,1.3,0.0,-2.5,0.0,0.0,0.0,1.3,0.0,-2.5,0.0,-0.05231004382021708,0.05860037578614863,-0.32155749328969574,0.045897281564254655
1776712954.9702249,0.0,0.0,1.3,0.0,-2.5,0.0,0.0,0.0,1.3,0.0,-2.5,0.0,0.0,0.0,1.3,0.0,-2.5,0.0,0.0,0.0,1.3,0.0,-2.5,0.0,-0.050924688282350174,0.17717851057201894,-0.3245656799347325,-0.3384462717438197
1776712954.9902008,0.0,0.0,1.3,0.0,-2.5,0.0,0.0,0.0,1.3,0.0,-2.5,0.0,0.0,0.0,1.3,0.0,-2.5,0.0,0.0,0.0,1.3,0.0,-2.5,0.0,-0.05158450036869196,-0.03659016492908718,-0.3235410911543786,0.054773880687758236
1776712955.0102398,0.0,0.0,1.3,0.0,-2.5,0.0,0.0,0.0,1.3,0.0,-2.5,0.0,0.0,0.0,1.3,0.0,-2.5,0.0,0.0,0.0,1.3,0.0,-2.5,0.0,-0.051358709139961864,0.018335455083387853,-0.32366474128908,-0.008756955902567753
1776712955.0302007,0.0,0.0,1.3,0.0,-2.5,0.0,0.0,0.0,1.3,0.0,-2.5,0.0,0.0,0.0,1.3,0.0,-2.5,0.0,0.0,0.0,1.3,0.0,-2.5,0.0,-0.05165352997404502,-0.026042532789351647,-0.3235997213252356,0.00982259783133621
1776712955.050202,0.0,0.0,1.3,0.0,-2.5,0.0,0.0,0.0,1.3,0.0,-2.5,0.0,0.0,0.0,1.3,0.0,-2.5,0.0,0.0,0.0,1.3,0.0,-2.5,0.0,-0.05176032305976773,-0.02682024160586005,-0.32358516916573166,0.0057692995298168626
1776712955.0702229,0.0,0.0,1.3,0.0,-2.5,0.0,0.0,0.0,1.3,0.0,-2.5,0.0,0.0,0.0,1.3,0.0,-2.5,0.0,0.0,0.0,1.3,0.0,-2.5,0.0,-0.0514755767771647,0.02801048759246405,-0.3235808657328437,-0.0007268609099586598
1776712955.0902407,0.0,0.0,1.3,0.0,-2.5,0.0,0.0,0.0,1.3,0.0,-2.5,0.0,0.0,0.0,1.3,0.0,-2.5,0.0,0.0,0.0,1.3,0.0,-2.5,0.0,-0.05134696282773225,0.02197043067123916,-0.32360576457117274,-0.004580779266506241
1776712955.1102526,0.0,0.0,1.3,0.0,-2.5,0.0,0.0,0.0,1.3,0.0,-2.5,0.0,0.0,0.0,1.3,0.0,-2.5,0.0,0.0,0.0,1.3,0.0,-2.5,0.0,-0.05126578710619106,0.004825176987697244,-0.32373528904148474,-0.01565527138278
