timestamp,pendulum_joint1_pos,pendulum_joint1_vel,pendulum_joint2_pos,pendulum_joint2_vel
1776714923.8128338,0.0,0.0,0.0,0.0
1776714923.8305645,-0.04876767642134701,0.0013642477730631264,-0.35725371630844716,-0.0010880688285270779
1776714923.8504562,-0.04885606317350237,-0.008042124250663474,-0.3571878371599124,0.006005861932721457
1776714923.8712232,-0.048970996385674675,-0.0036817120633179934,-0.3570914358357503,0.004563653845288451
1776714923.8905597,-0.048869200665260154,0.015057495951985994,-0.35709039631928174,-0.0050970824663614245
1776714923.9104853,-0.048596144178406936,0.010957050271640484,-0.35727628006116297,-0.010290523335689139
1776714923.9305615,-0.04857660845904657,-0.0080626121945786,-0.35740105902105596,-0.0033688378467182645
1776714923.9504707,-0.04871701400422374,-0.003628613161092531,-0.35735417107601997,0.007101145354880156
1776714923.971003,-0.04867526091608762,0.0059217198054802855,-0.35723832847096226,0.003373786621909014
1776714923.9905992,-0.048569916505507085,0.0061084748161260305,-0.357210641518283,-0.0012944166562884885
1776714924.0105567,-0.048554597998043514,-0.004775572622332164,-0.35731268612247025,-0.007142808883558338
1776714924.0304594,-0.04871181634850513,-0.009197802982882447,-0.357428768917009,-0.004078155511101578
1776714924.0504556,-0.048807460915349876,0.0006293227346346464,-0.35737895519096063,0.009358631722648392
1776714924.0707552,-0.04868343848970495,0.0110810935140907,-0.35720444777441596,0.005669600652415285
1776714924.0909584,-0.04848472183015281,0.00585429581858582,-0.3571893910787046,-0.0046857232185506525
1776714924.110557,-0.048553354157263154,-0.011868518946442752,-0.35728416772465027,-0.0062398587184337995
1776714924.1307793,-0.04884857457717152,-0.014717447624741059,-0.3573956190722606,-0.0020020670685105824
1776714924.15083,-0.04887133888551941,0.012746059029215745,-0.35727722705025483,0.011496251230569188
1776714924.1709428,-0.04856147064337718,0.015488669872198269,-0.35708840685024035,0.005903787472487432
1776714924.1906374,-0.04839926727105184,-0.0037711363061929404,-0.3571534948711005,-0.01188678975815649
1776714924.211057,-0.04857150254263873,-0.014958646810030118,-0.35734286419981687,-0.008509206984363304
1776714924.230521,-0.048813938649811595,-0.005840376751672788,-0.35740573135015075,0.0022932491656590948
1776714924.250495,-0.048742049784357394,0.013240483284483046,-0.35727278488079384,0.008416899722927917
1776714924.2704742,-0.04853292412839663,0.004903962163251008,-0.35713059083848975,0.004020849552343275
1776714924.2906134,-0.04849447001250454,-0.0038628649900524503,-0.3571623118479757,-0.006982854902441549
1776714924.3105485,-0.048637924309116454,-0.007407343194146487,-0.35731711108742525,-0.007468625299381859
1776714924.3305912,-0.04879669006734427,-0.006423446253727316,-0.35734711123208085,0.0044668307575501665
1776714924.3504777,-0.04879635768108694,0.0066078555276024575,-0.3572369675922057,0.005552711268991928
1776714924.3709416,-0.048584114079879906,0.011896291842168283,-0.3571687979758039,0.0014498197470218521
1776714924.3905654,-0.04849692609663557,9.126734585018781e-05,-0.35718013229201045,-0.0010736101682062849
1776714924.4104888,-0.048509141166447174,-0.003316169359336818,-0.3572295738903775,-0.0033503897857256604
1776714924.4304779,-0.04859790305281018,-0.002441638993147921,-0.35727956255754967,-0.0010418984699200884
1776714924.450499,-0.04863813410295685,-0.0034585956258023076,-0.35728843200379123,0.00041435677740464527
1776714924.4706051,-0.04861851178553163,0.00616118526006898,-0.35724953791134634,0.0030878060106849237
1776714924.4905875,-0.048531642955931466,0.005318747034103288,-0.35722676181829127,-0.0003457590538467059
1776714924.5105321,-0.048441779391158304,0.001397941367656641,-0.3572399712753902,-0.002171061451725187
1776714924.530555,-0.04854947215786373,-0.008818444227729844,-0.35727867140252123,-0.001551333775272834
1776714924.5505068,-0.04872712876084903,-0.007565944373469524,-0.3573064370279964,-0.0016935504243102972
1776714924.570469,-0.0487095596281784,0.010550926529507482,-0.35727056834377907,0.0062556944652101265
1776714924.5908034,-0.04851258643882907,0.011621503885625634,-0.35714275623765834,0.008803615380325702
1776714924.6104646,-0.04842320602432344,-0.0034577050104715457,-0.3570940686666017,-0.003215769167069782
1776714924.6304688,-0.04856070932107738,-0.009153700298157458,-0.3572460355204305,-0.010575853581937356
1776714924.6504672,-0.04871188973160754,-0.002591253813821387,-0.3574030316658743,-0.002030325313975734
1776714924.670477,-0.048676885219602554,0.004656577241031357,-0.35732013291235065,0.008384667351110764
1776714924.6908143,-0.04861992651106777,0.0012158338478740482,-0.35710613404062647,0.009171195159073386
1776714924.710452,-0.04861513235781246,-0.002265915713316441,-0.3571175570556244,-0.007616289279955835
1776714924.73049,-0.04863692370165176,0.0005155674581951986,-0.3573461360434259,-0.012929669270060007
1776714924.7504652,-0.04868932698097804,-0.004833591632502965,-0.35737236958837304,0.01081299803982061
1776714924.7706373,-0.048785950300141566,-0.0035050571172743072,-0.3571363765368242,0.009035131180545664
1776714924.7905626,-0.04880247479464406,0.0019374077808967383,-0.3570939908728854,-0.006221339773488266
1776714924.8105347,-0.048750375855337404,0.002248082146863173,-0.3572430678315366,-0.006571370482783223
1776714924.8305655,-0.0487771521416339,-0.004419893115326506,-0.35727541269606056,0.004459915302150508
1776714924.8505564,-0.048892658594517226,-0.008658155922805694,-0.35713418592328927,0.008090117069042835
1776714924.8704505,-0.049009525900381525,-0.0021614664861170363,-0.3570892741231537,-0.004208027433157735
1776714924.8904767,-0.04899379554298572,0.0037571331642893835,-0.3571848199962785,-0.008875428751294212
1776714924.9104583,-0.04893401854639061,0.0021773860600494133,-0.35724795230929696,0.003415746972842637
1776714924.9305017,-0.048827477654398134,0.005877623197462878,-0.3571889521281684,0.0036794259674739482
1776714924.9504676,-0.048671573711325626,0.008333203793042337,-0.3572308659004304,-0.008071465450890658
1776714924.9704576,-0.048672241347028605,-0.0085359305457193,-0.35742390894773196,-0.00787971406773691
1776714924.9908206,-0.04886543977601694,-0.013531785163834242,-0.35743610644811175,0.004532893089021162
1776714925.0105636,-0.04897159561792422,0.0037750135086762338,-0.3571951380382294,0.01689693463642672
1776714925.0304613,-0.048821970725618856,0.01039253372818108,-0.35701291774138455,-0.0009574706521562337
1776714925.050469,-0.0487666486347954,-0.006835896308050926,-0.35717403702698597,-0.013601927017021342
1776714925.0704553,-0.04901378503829637,-0.014997488265672598,-0.3573571988918127,-0.0015737600052279088
1776714925.090669,-0.049142879828431255,-0.0019194266602491628,-0.3573154292571494,0.006784098674885719
1776714925.110461,-0.04900887529196832,0.013776662630381215,-0.3571273813368224,0.008807141730718282
1776714925.1305563,-0.048749121943724986,0.0085126801595245,-0.35703741068762307,8.009815821496957e-05
1776714925.150479,-0.04875878412835773,-0.008647499418766857,-0.3571388911795097,-0.009031648323589492
1776714925.170467,-0.04906907251723651,-0.018455310212452142,-0.35724336331767037,0.0003980812323853833
1776714925.1905434,-0.04922859758867029,0.00039965948929493456,-0.3572128842015865,0.0035187032738006607
1776714925.210466,-0.048964497073740745,0.02407633384967059,-0.35712295169273306,0.0028651382552953297
1776714925.2305534,-0.048618891046414,0.005324168306836324,-0.3571132945760464,-0.0011786948629022298
1776714925.250466,-0.04875810385711703,-0.0187096775322875,-0.35722411593027364,-0.00881450330840683
1776714925.270576,-0.04909416967040339,-0.014351380077645304,-0.35729704740578005,0.003725690677292892
1776714925.2904663,-0.04917104008401326,0.00576467494488625,-0.35720020976185074,0.008989771919738931
1776714925.3105643,-0.0489734026950661,0.012748764906307691,-0.3570740037116863,0.0021212452159005135
1776714925.3304503,-0.04880098285599191,0.0012326409751525491,-0.3571157025501924,-0.004489988747047091
1776714925.3504736,-0.04889098786688466,-0.0069944568181840305,-0.35720546735501457,-0.003468305218514489
1776714925.3704135,-0.04900037240663442,-0.005320470899838808,-0.3572283352374696,0.0025747770621467048
1776714925.390464,-0.04906849783097714,-0.0002842001370651215,-0.3571752491624217,0.0028458271518974065
1776714925.4104562,-0.048994969429946356,0.004519926477865643,-0.35714422253076844,-1.041000177881557e-05
1776714925.430549,-0.04889155949203926,0.0048215619413352895,-0.3571512536424449,-0.0017098056894451208
1776714925.45046,-0.04882768265874436,-0.000763180522106166,-0.3572585767634184,-0.00632514419251029
1776714925.470457,-0.04893970432441938,-0.006925198265120974,-0.3572881475173949,0.0021567464290956906
1776714925.4905918,-0.04904877101578841,-0.005426753309771715,-0.35720772360837827,0.012870118010839038
1776714925.5104423,-0.049121948329405224,-0.0006500591493696084,-0.3568545295117723,0.023344539955572063
1776714925.530553,-0.049006285498755575,0.007631113298427333,-0.356767362529872,-0.005011771581259428
1776714925.550451,-0.04880607958106312,0.011686959152865994,-0.3570123551241758,-0.024228584178130008
1776714925.5704718,-0.04871347753931678,-0.0031848959347764993,-0.35728244046855834,0.0026804560638955532
1776714925.59089,-0.04886226253245624,-0.012535122259589748,-0.3571902717210317,0.0007553830093833813
1776714925.6106045,-0.04908245158607523,-0.006931208698108704,-0.35718142155660326,0.0003918073166231384
1776714925.6304955,-0.04903357674551699,0.010886701811832628,-0.3571257341761537,0.004139390073304217
1776714925.6504617,-0.04877588745889475,0.011677441134934713,-0.3570967276506395,-0.0018838621503858288
1776714925.6704612,-0.04870480581487388,-0.005470284204996206,-0.3572263201875347,-0.0094811362349696
1776714925.6906202,-0.04889073260681784,-0.015743587366533418,-0.3573094818789532,-0.0010214157760972675
1776714925.7104743,-0.04913101971055845,-0.005031998819918837,-0.35720123016475547,0.011278838416738823
1776714925.730479,-0.04903135709019369,0.01478064708703461,-0.3570230770824889,0.003986508356395024
1776714925.75083,-0.04873620777206823,0.011036010527077866,-0.3571031379810876,-0.010138757312833535
1776714925.770913,-0.04866383269820233,-0.004736737747399439,-0.3572757540820003,-0.005639200052107496
1776714925.790518,-0.04884113990806868,-0.01422359382615912,-0.35728815745224973,0.005476079525994493
1776714925.8105683,-0.0490787145475692,-0.007616046541738086,-0.35713262186796446,0.0075191627376896
1776714925.8305814,-0.048998949481995395,0.013183400760706399,-0.3570627390115878,-0.0010382124897880818
1776714925.8504584,-0.04871752476281603,0.01162745521931971,-0.3571160637439955,-0.0051208483270330785
1776714925.8704824,-0.048642622052794154,-0.0056633485124245875,-0.35721538407822995,-0.0038252110330261324
1776714925.8905368,-0.048789137205136154,-0.010223555426319891,-0.3572687090804396,-0.0028408722732671254
1776714925.9105718,-0.048936016244964936,-0.0034461583183944267,-0.3572820770736403,0.0022004523788954344
1776714925.930564,-0.04893396598620228,0.003483937996091202,-0.3571766939078041,0.007856346022122374
1776714925.9504569,-0.048843426975177254,0.0039431332417265985,-0.3570825910056314,0.001691823495105993
1776714925.9710157,-0.0487723666275864,0.002961710378166754,-0.3571290182425462,-0.006550902744772769
1776714925.9904969,-0.04876392954454366,-0.000533956522805995,-0.35720526019618004,-0.004347991397814388
1776714926.0104995,-0.048870774746226295,-0.008704902138702286,-0.35725331768483637,0.0003828692724883176
